Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
True,Male,True,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35
False,Female,False,Yes,No,55,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05
False,Male,False,No,No,72,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.2
False,Male,True,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4
True,Female,False,No,No,41,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3
False,Male,False,No,No,60,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6
True,Female,False,No,No,6,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3
False,Female,False,Yes,No,46,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9
False,Female,False,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9
True,Female,False,Yes,No,58,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1
False,Male,False,Yes,Yes,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6
True,Female,True,Yes,Yes,31,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9
False,Male,False,Yes,No,11,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9
False,Female,True,No,No,56,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9
False,Female,False,No,Yes,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05
False,Female,False,No,No,68,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35
False,Female,False,No,No,40,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65
True,Male,False,No,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9
True,Male,False,No,No,32,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15
False,Male,False,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85
False,Male,False,Yes,No,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55
False,Male,False,Yes,No,18,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2
False,Female,False,No,No,37,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2
False,Male,False,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35
False,Female,False,Yes,Yes,28,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4
False,Male,False,No,No,9,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55
False,Female,False,No,No,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15
False,Male,False,Yes,No,65,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4
False,Female,False,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6
True,Female,False,No,No,1,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7
False,Male,False,Yes,No,36,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6
True,Male,False,No,No,23,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6
False,Male,False,Yes,Yes,22,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95
False,Female,False,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1
True,Female,False,Yes,Yes,17,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25
True,Female,False,No,No,3,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8
True,Male,False,Yes,No,58,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3
False,Male,False,Yes,Yes,67,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35
False,Male,True,No,No,34,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85
False,Male,False,No,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0
False,Female,False,No,No,69,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35
False,Male,False,No,No,40,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05
False,Male,False,No,No,20,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4
False,Female,False,Yes,Yes,46,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4
True,Female,False,Yes,No,2,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4
True,Female,True,Yes,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45
False,Female,False,Yes,No,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0
False,Male,False,Yes,Yes,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15
False,Female,False,No,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3
False,Male,False,No,Yes,23,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3
False,Male,False,Yes,No,36,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4
True,Male,True,Yes,No,59,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85
False,Male,False,No,No,67,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5
False,Male,False,Yes,Yes,72,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55
True,Female,False,No,No,37,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9
False,Female,False,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45
False,Male,False,Yes,No,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7
True,Male,False,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4
True,Female,True,Yes,No,54,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5
True,Male,False,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75
False,Female,False,Yes,No,58,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65
False,Female,False,Yes,No,31,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85
False,Female,False,No,No,3,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25
False,Male,False,No,No,55,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2
True,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4
False,Male,False,Yes,No,49,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3
True,Male,False,No,Yes,8,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5
False,Female,True,No,No,39,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75
False,Male,False,Yes,No,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1
False,Female,False,Yes,Yes,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55
False,Female,False,Yes,No,51,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85
False,Male,True,No,No,9,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2
True,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9
False,Male,False,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5
False,Male,False,Yes,No,22,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0
False,Male,False,No,No,15,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0
True,Female,False,Yes,Yes,28,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1
False,Male,False,No,No,3,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7
False,Female,False,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5
False,Female,False,No,No,67,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25
False,Female,True,No,No,18,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7
False,Male,False,Yes,No,62,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15
False,Female,False,No,No,41,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55
False,Female,False,No,No,44,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15
False,Female,False,No,No,53,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45
False,Male,False,Yes,No,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05
False,Female,True,Yes,No,54,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6
True,Female,False,Yes,No,48,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3
False,Male,False,No,No,24,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65
False,Male,False,No,No,33,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6
False,Male,False,Yes,No,66,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25
False,Female,False,Yes,Yes,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55
False,Female,False,No,No,13,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4
False,Male,False,Yes,Yes,63,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5
True,Female,False,Yes,Yes,23,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8
False,Male,False,No,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6
False,Male,False,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75
False,Male,False,No,No,10,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75
False,Female,False,Yes,Yes,72,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1
False,Male,False,No,No,29,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8
False,Female,True,Yes,No,62,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85
True,Male,False,Yes,No,41,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0
True,Male,False,No,No,43,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85
False,Female,False,No,Yes,26,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45
False,Female,False,Yes,No,19,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8
False,Female,False,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.25
False,Female,True,No,No,45,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15
False,Male,False,No,No,32,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85
False,Male,False,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25
False,Male,False,Yes,Yes,65,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75
True,Male,False,Yes,No,55,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75
False,Male,False,Yes,Yes,11,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65
False,Female,False,No,No,49,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45
False,Male,False,Yes,No,61,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4
False,Male,False,Yes,Yes,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.15
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5
False,Female,False,No,Yes,23,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45
False,Male,False,No,No,21,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7
True,Male,True,Yes,No,5,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9
False,Male,False,Yes,No,24,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4
True,Female,True,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3
False,Female,False,Yes,No,70,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8
True,Female,True,No,No,5,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55
False,Male,False,Yes,Yes,46,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2
False,Female,False,Yes,Yes,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65
False,Female,False,Yes,Yes,57,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1
False,Female,True,Yes,No,60,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5
False,Male,False,Yes,Yes,37,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8
True,Male,False,No,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45
False,Male,False,Yes,Yes,28,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35
False,Female,True,No,No,24,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3
False,Female,False,No,No,62,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05
True,Female,False,No,Yes,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15
True,Female,False,No,No,5,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2
False,Female,False,Yes,Yes,20,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35
True,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75
True,Male,False,No,No,35,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35
False,Female,True,No,No,52,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5
True,Female,False,Yes,No,30,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0
False,Male,False,Yes,No,72,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1
True,Male,True,No,No,15,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65
False,Male,False,No,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6
False,Male,False,No,Yes,66,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7
False,Male,True,Yes,No,55,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0
True,Female,True,Yes,No,55,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45
False,Male,True,Yes,No,57,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1
False,Female,False,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55
False,Female,False,Yes,No,28,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5
False,Male,False,Yes,No,54,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55
False,Male,True,Yes,Yes,24,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85
False,Female,False,Yes,No,2,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15
False,Male,False,No,Yes,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05
